ISIN,DESCRIPTION,Par Value,PRICE,MARKET_VALUE,WEIGHT,ISSUE_DT,MATURITY,BICS_LEVEL_1_SECTOR_NAME,AMT_ISSUED,AMT_OUTSTANDING,CRNCY,CNTRY_OF_RISK,DEBT_EBITDA,CUR_EV_COMPONENT,EV_TO_T12M_EBITDA,EBITDA_TO_INTEREST_EXPN,BB_1YR_DEFAULT_PROB,RSK_BB_IMPLIED_CDS_SPREAD,GUARANTOR,INVESTMENT_GRADE,DUR_MID,CNVX_MID,YAS_YLD_SPREAD,YAS_OAS_SPRD,Z_SPRD_MID
US037411AX30,APA 3 ? 02/01/21,392582,99.708,396614,0.007818112,12/3/2010,2/1/2021,Energy,500000000,392582000,USD,US,1.70857656,8944,6.282324701,7.841201717,0.001087392,186,0,1,2.043042449,0.051292481,92.1479,73.27096738,78.89402541
US136385AE19,CNQCN 6.45 06/30/33,350000,110.351,396387,0.007813637,9/16/2002,6/30/2033,Energy,350000000,350000000,USD,CA,1.768125171,19437,6.190612767,11.91917591,0.000157008,105,0,1,9.673753102,1.190846878,243.4353,236.5292951,234.7350732
US00846UAH41,A 3.2 10/01/22,400000,98.464,396380,0.007813499,9/13/2012,10/1/2022,Health Care,400000000,400000000,USD,US,-0.375523889,-444,17.71460457,15.17333333,2.78975E-06,43,0,1,3.580832059,0.145605273,101.1447,87.95393378,90.1282552
US23317HAE27,SITC 4 ? 02/01/26,400000,97.473,396078,0.007807546,10/21/2015,2/1/2026,Financials,400000000,400000000,USD,US,5.047584617,2903.54,44.37562144,1.242569455,0.00011862,163,0,1,6.115718291,0.424741516,174.9597,174.5455406,176.3882123
US024836AA65,ACC 3 ? 04/15/23,400000,98.423,396067,0.007807329,4/2/2013,4/15/2023,Financials,400000000,400000000,USD,US,7.672836427,3172.644,20.68530424,4.983998099,5.43553E-07,95,1,1,4.016474379,0.182155247,127.6028,114.5432371,117.3020976
US02665WAU53,HNDA 2.15 03/13/20,400000,98.46,395966,0.007805339,3/13/2015,3/13/2020,Consumer Discretionary,400000000,400000000,USD,US,5.835626446,48846,#N/A N/A,8.774804905,0.005571685,300,0,1,1.231170789,0.020744932,58.4317,31.44875026,47.15821218
US032095AF85,APH 2.2 04/01/20,400000,98.546,395920,0.007804432,4/5/2017,4/1/2020,Industrials,400000000,400000000,USD,US,1.189848525,2283.1,16.26963912,17.92416035,8.25459E-07,29,0,1,1.280814379,0.022201995,54.8303,28.30159132,42.96520712
US837004CE86,SCG 5.45 02/01/41,350000,111.121,395865,0.007803348,1/27/2011,2/1/2041,Utilities,350000000,350000000,USD,US,4.565014032,5049,#N/A N/A,0.961805556,0.003531686,139,0,1,13.17182356,2.298477633,152.0414,165.3035722,166.0969559
US58013MEH34,MCD 5.7 02/01/39,350000,111.029,395861,0.007803269,1/16/2009,2/1/2039,Consumer Discretionary,350000000,350000000,USD,US,2.813562737,29320.7,15.20052251,11.84858352,1.95921E-06,52,0,1,12.44131789,2.035389267,164.683,179.0485472,178.9263307
US26884UAE91,EPR 4.95 04/15/28,400000,98.05,395335,0.0077929,4/16/2018,4/15/2028,Financials,400000000,400000000,USD,US,4.949086823,3251.969775,15.22519597,3.676444518,2.83049E-07,89,1,1,7.506753751,0.650334579,232.8226,228.9835886,230.5763758
US31620MAY21,FIS 4 ? 05/15/28,400000,98.459,395111,0.007788485,5/16/2018,5/15/2028,Financials,400000000,400000000,USD,US,2.628517824,8491,15.33652006,8.030640669,9.18645E-08,53,0,1,7.82371239,0.696468087,149.7747,145.5354834,147.2381198
US44106MAW29,HPT 4.95 02/15/27,400000,97.111,394879,0.007783911,1/13/2017,2/15/2027,Financials,400000000,400000000,USD,US,5.012650444,4116.569,10.7875047,4.223979645,3.34502E-05,143,0,1,6.690120206,0.515751271,238.6613,235.114258,238.4284478
US571903AM51,MAR 3 ? 10/15/21,400000,98.214,394835,0.007783044,10/9/2014,10/15/2021,Consumer Discretionary,400000000,400000000,USD,US,3.308943089,8954,20.34145113,9.197916667,4.90049E-05,106,0,1,2.722135404,0.086537381,84.3749,70.86947579,73.47699599
US244199BA28,DE 7 ? 03/03/31,300000,129.576,394606,0.00777853,3/2/2001,3/3/2031,Industrials,300000000,300000000,USD,US,0.408934374,2962.3,6.352229011,5.983217016,0.00114323,119,0,1,8.746617861,0.944578128,112.3947,107.3490575,105.9316322
US00185AAJ34,AON 2.8 03/15/21,400000,97.963,394559,0.007777604,11/13/2015,3/15/2021,Financials,400000000,400000000,USD,US,1.818325434,5821,18.73100655,6.631205674,4.05514E-08,49,1,1,2.183788476,0.057439632,96.7043,84.11615012,84.62674473
US637417AH98,NNN 4 11/15/25,400000,98.309,394436,0.007775179,10/21/2015,11/15/2025,Financials,400000000,400000000,USD,US,5.098586518,3173.334,19.17587412,4.685433832,4.07233E-07,92,0,1,6.085838945,0.414409592,136.7215,136.4952497,138.60013
US209115AD61,ED 2 03/15/20,400000,98.112,394381,0.007774095,3/2/2017,3/15/2020,Utilities,400000000,400000000,USD,US,4.463340892,17726,10.47309482,5.419753086,9.89432E-06,52,0,1,1.237797917,0.020901147,70.9746,44.10099311,59.70546045
US824348BB18,SHW 4.2 01/15/22,385829,100.478,394290,0.007772301,8/7/2017,1/15/2022,Materials,385829000,385829000,USD,US,2.991170259,9490.015,20.87609299,8.778309567,1.35263E-05,82,0,1,2.657831813,0.083922518,110.475,94.27458713,97.94159868
US299808AF21,RE 4.868 06/01/44,400000,98.376,394099,0.007768536,6/5/2014,6/1/2044,Financials,400000000,400000000,USD,US,#N/A N/A,-6.203,#N/A N/A,#N/A N/A,2.86155E-08,47,0,1,14.7845771,2.938187981,178.5477,193.076203,192.7500779
US462613AM21,AES 3.7 09/01/24,404200,96.453,394059,0.007767747,1/4/2018,9/1/2024,Utilities,404200000,404200000,USD,US,5.489713473,2628.119,#N/A N/A,4.49516464,0.004704385,146,0,1,5.140869639,0.296637511,140.7982,128.3613803,129.8693099
US816851AX75,SRE 2.85 11/15/20,400000,98.292,394023,0.007767038,11/17/2015,11/15/2020,Utilities,400000000,400000000,USD,US,6.592631033,30161,24.24051383,5.159332322,0.000127089,80,0,1,1.877283899,0.043473263,95.4938,80.01453461,82.3763741
US61746BDW37,MS 2.721 11/05/20,400000,98.218,393991,0.007766407,11/5/2015,11/5/2020,Financials,400000000,400000000,USD,US,4.67957934,115350,8.818606217,3.133754608,0.000944346,134,0,1,1.851329868,0.042411671,91.8008,76.18630398,78.66408742
US695156AR08,PKG 3.65 09/15/24,400000,97.579,393844,0.007763509,9/5/2014,9/15/2024,Materials,400000000,400000000,USD,US,1.483840624,2208.4,8.645952429,12.89083821,5.49764E-05,99,0,1,5.186418552,0.301262204,138.4002,125.3296815,127.4985012
US98389BAS97,XEL 2.4 03/15/21,400000,97.848,393712,0.007760907,3/8/2016,3/15/2021,Utilities,400000000,400000000,USD,US,4.326244752,16288,10.76271466,6.049363057,5.37146E-06,47,0,1,2.193339076,0.057943792,64.5434,52.00455967,52.55581274
US696429AC38,DHR 5 06/15/20,375000,102.492,393564,0.00775799,6/18/2010,6/15/2020,Health Care,375000000,375000000,USD,US,2.0960535,9853.4,18.36753903,26.18008605,6.97313E-07,33,1,1,1.432216896,0.027576198,38.095,15.43387763,25.98663404
US44107TAU07,HST 3 ? 10/15/23,400000,97.774,393471,0.007756157,3/28/2013,10/15/2023,Financials,400000000,400000000,USD,US,2.679841134,3053,12.68138587,8.54491018,1.92998E-06,108,0,1,4.436260474,0.220780469,149.7577,137.4201541,139.3707545
US084659AK79,BRKHEC 2.8 01/15/23,400000,97.218,393445,0.007755644,5/2/2018,1/15/2023,Utilities,400000000,400000000,USD,US,5.358171041,38099,#N/A N/A,3.986636971,0.001907907,126,0,1,3.841226068,0.167317059,72.4722,61.06231159,61.69233595
US25468PCT12,DIS 2.55 02/15/22,400000,97.503,393327,0.007753318,2/14/2012,2/15/2022,Communications,400000000,400000000,USD,US,0.970371659,21918,11.07650856,26.12170088,1.26356E-06,49,0,1,3.037947454,0.106606409,57.8567,45.45068121,45.66442034
US44107TAX46,HST 3 ? 04/01/24,400000,98.008,393195,0.007750716,3/20/2017,4/1/2024,Financials,400000000,400000000,USD,US,2.679841134,3053,12.68138587,8.54491018,1.92998E-06,108,0,1,4.819677703,0.259602132,148.0423,135.7747455,137.4864725
US53117CAR34,LPT 3 ? 04/01/25,400000,97.531,393082,0.007748489,3/24/2015,4/1/2025,Financials,400000000,400000000,USD,US,12.72016665,3143.407,27.77697174,4.732671596,5.23623E-07,95,0,1,5.614280765,0.352586135,134.499,135.0941029,137.2143857
US42225UAE47,HTA 2.95 07/01/22,400000,96.908,392909,0.007745079,6/8/2017,7/1/2022,Financials,400000000,400000000,USD,US,5.481514777,2470.653,19.16828848,4.199027496,2.56287E-06,111,1,1,3.344909351,0.128187754,121.4536,109.7709041,110.2301841
US98978VAP85,ZTS 4.45 08/20/48,400000,96.827,392846,0.007743837,8/20/2018,8/20/2048,Health Care,400000000,400000000,USD,US,2.167381974,5050,22.74724878,11.13142857,1.10881E-06,36,0,1,16.34442468,3.715750334,146.4984,160.3086824,161.0762899
US759351AM18,RGA 3.95 09/15/26,400000,97.251,392822,0.007743364,6/8/2016,9/15/2026,Financials,400000000,400000000,USD,US,#N/A N/A,1768.278,#N/A N/A,#N/A N/A,2.36169E-06,74,0,1,6.673717997,0.502484447,141.7375,140.4393959,142.22237
US74164MAA62,PRI 4 ? 07/15/22,375000,102.804,392788,0.007742693,7/16/2012,7/15/2022,Financials,375000000,375000000,USD,US,#N/A N/A,1039.328,#N/A N/A,#N/A N/A,1.73961E-05,90,0,1,3.28050217,0.125647522,132.5998,121.267664,121.4228776
US69352PAE34,PPL 3 ? 12/01/22,400000,98.079,392744,0.007741826,10/15/2012,12/1/2022,Utilities,400000000,400000000,USD,US,5.091909934,20961,10.12761642,4.631520533,0.000104757,77,1,1,3.729365466,0.157004261,110.3616,96.66981282,99.53624048
US694308GM31,PCG 6.35 02/15/38,400000,96.113,392707,0.007741097,3/3/2008,2/15/2038,Utilities,400000000,400000000,USD,US,5.865554156,18887,#N/A N/A,6.561003421,0.00372339,140,0,1,10.98404719,1.631747794,348.988,364.5560596,364.1060703
US151020AL85,CELG 5 ? 08/15/43,400000,96.465,392685,0.007740663,8/6/2013,8/15/2043,Health Care,400000000,400000000,USD,US,2.620445493,17764,15.55463122,9.91954023,0.000144103,93,0,1,13.66087163,2.578779699,237.3378,252.042891,251.7345907
US92277GAD97,VTR 3 ? 05/01/24,400000,97.739,392664,0.007740249,4/17/2014,5/1/2024,Financials,400000000,400000000,USD,US,5.379390667,10595.82,15.7463127,4.332169408,9.39945E-07,100,1,1,4.895212789,0.267745419,142.5984,129.8069957,132.067762
US887389AK07,TKR 4 ? 12/15/28,400000,96.932,392528,0.007737568,9/6/2018,12/15/2028,Industrials,400000000,400000000,USD,US,2.656555443,1636.9,9.803538135,11.38544474,0.000714785,109,0,1,8.039361369,0.748279029,187.6862,182.4514341,184.0714429
US842434CR16,SRE 4 ? 06/01/48,400000,97.985,392444,0.007735912,5/15/2018,6/1/2048,Utilities,400000000,400000000,USD,US,3.117379436,3448,#N/A N/A,11.14705882,0.005859308,152,0,1,17.14890548,3.965465565,110.8749,124.4752451,125.2862109
US501044CT67,KR 5.15 08/01/43,400000,96.227,392404,0.007735124,7/25/2013,8/1/2043,Consumer Staples,400000000,400000000,USD,US,2.661890728,14625,8.40911827,7.522462562,0.000429565,104,0,1,13.80187359,2.622071129,221.3173,234.9009371,235.6228069
US92277GAK31,VTR 3.1 01/15/23,400000,96.83,392383,0.00773471,3/29/2017,1/15/2023,Financials,400000000,400000000,USD,US,5.379390667,10595.82,15.7463127,4.332169408,9.39945E-07,100,1,1,3.815386643,0.165165002,116.3656,105.0241378,105.5615641
US171340AH58,CHD 2 ? 10/01/22,400000,97.502,392276,0.007732601,9/26/2012,10/1/2022,Consumer Staples,400000000,400000000,USD,US,2.015776188,1916.6,17.35227537,16.31368821,5.68176E-07,43,0,1,3.601431744,0.147036726,78.2844,67.18650494,67.27728337
US677415CQ28,AEP 4.15 04/01/48,400000,97.244,392250,0.007732088,3/22/2018,4/1/2048,Utilities,400000000,400000000,USD,US,1.814256706,1697.6,#N/A N/A,10.06182532,0.00360891,140,0,1,16.93229244,3.892219778,113.4956,127.1474361,127.8862537
US02361DAL47,AEE 2.7 09/01/22,400000,97.287,392178,0.007730669,8/20/2012,9/1/2022,Utilities,400000000,400000000,USD,US,3.497219132,3206,#N/A N/A,6.395833333,0.004066581,143,0,1,3.529383602,0.141687311,64.2715,51.30213792,53.08793653
US745332CB04,PSD 5.795 03/15/40,325000,119.253,392124,0.007729604,3/8/2010,3/15/2040,Utilities,325000000,325000000,USD,US,3.022082635,4083.704,#N/A N/A,5.894783663,0.003899838,142,0,1,13.12743854,2.262292879,120.3719,134.802677,134.5138224
US009158AT32,APD 2 ? 02/03/23,400000,97.029,392058,0.007728303,2/4/2013,2/3/2023,Materials,400000000,400000000,USD,US,0.151778523,771.1,12.75112273,22.50038314,2.55814E-07,48,0,1,3.895192715,0.171548723,70.7677,59.72818738,59.84475264
US74251VAL62,PFG 4.7 05/15/55,400000,97.625,391910,0.007725386,5/7/2015,5/15/2055,Financials,400000000,400000000,USD,US,#N/A N/A,571.3,#N/A N/A,#N/A N/A,1.55796E-05,89,1,1,1.384659193,0.024630229,420.0398,320.9792305,408.4172622
US032654AL98,ADI 2 ? 12/05/21,400000,96.632,391722,0.00772168,12/5/2016,12/5/2021,Technology,400000000,400000000,USD,US,1.611782726,5516.083,14.09527791,10.57142857,1.5792E-05,65,0,1,2.882172295,0.095635421,83.6688,72.5522038,73.01826907
US25746UCR86,D 2 ? 01/15/22,400000,96.802,391700,0.007721247,1/12/2017,1/15/2022,Utilities,400000000,400000000,USD,US,5.779573171,39870,14.24600332,5.254771784,1.28187E-05,54,0,1,2.944008832,0.100482756,101.4651,88.69884138,89.28890808
US53944VAE92,LLOYDS 2.4 03/17/20,396474,98.227,391691,0.007721069,3/17/2015,3/17/2020,Financials,1000000000,396474000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.00038662,80,1,1,1.240431954,0.020954545,92.8407,66.13957664,81.57392034
US444859BJ00,HUM 2.9 12/15/22,400000,96.474,391599,0.007719256,12/21/2017,12/15/2022,Health Care,400000000,400000000,USD,US,-2.320087695,-8466,10.32757754,19.61570248,2.03194E-06,41,0,1,3.747833729,0.159681016,109.1065,97.91312197,98.38493713
US832696AH14,SJM 3 03/15/22,400000,97.164,391556,0.007718408,10/7/2015,3/15/2022,Consumer Staples,400000000,400000000,USD,US,3.613271769,6103.9,12.64512869,8.192198982,6.98993E-05,82,0,1,3.098669963,0.110317616,113.8053,102.3230492,102.3633769
US428291AN87,HXL 3.95 02/15/27,400000,96.594,391511,0.007717521,2/16/2017,2/15/2027,Industrials,400000000,400000000,USD,US,1.933552092,942.8,13.77318499,16.60948905,4.00447E-06,40,0,1,6.944135042,0.546562704,158.7308,156.8121935,158.4014446
US49427RAK86,KRC 4 ? 08/15/29,400000,96.475,391425,0.007715826,8/6/2014,8/15/2029,Financials,400000000,400000000,USD,US,6.231802471,3057.559,22.98330502,6.850302847,9.33714E-07,100,1,1,8.531246352,0.844756239,170.4505,164.6581496,165.5618155
US637432NG61,NRUC 3 ? 11/01/25,400000,97.441,391245,0.007712278,10/27/2015,11/1/2025,Financials,400000000,400000000,USD,US,18.36654474,24354.79,#N/A N/A,1.589856636,0.005422097,160,0,1,6.186567147,0.424976326,77.9753,77.99086945,79.85549742
US373334JX00,SO 2.85 05/15/22,400000,97.597,391243,0.007712238,5/11/2012,5/15/2022,Utilities,400000000,400000000,USD,US,3.831499051,10096,#N/A N/A,8.935560859,0.001970751,126,0,1,3.273303648,0.122125051,79.6412,68.45775319,68.49308848
US78010XAE13,RBS 5 ? 08/24/20,376671,102.179,391235,0.00771208,8/24/2010,8/24/2020,Financials,1500000000,376671000,USD,GB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000999706,91,1,1,1.615100595,0.033610065,141.2913,122.2883617,128.8480768
US78387GAQ64,T 6.15 09/15/34,356075,108.369,391167,0.00771074,11/3/2004,9/15/2034,Communications,1000000000,356075000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,0,1,10.3867581,1.368438497,224.7075,242.500074,240.7882806
US92277GAH02,VTR 3 ? 06/15/23,400000,96.253,391158,0.007710563,6/2/2016,6/15/2023,Financials,400000000,400000000,USD,US,5.379390667,10595.82,15.7463127,4.332169408,9.39945E-07,100,1,1,4.162424341,0.195991979,122.3419,110.6832364,111.8918308
US25466AAE10,DFS 4 ? 03/13/26,400000,96.705,391023,0.007707901,3/13/2014,3/13/2026,Financials,400000000,400000000,USD,US,1.822659532,11549,6.231534304,3.384708738,0.000187838,114,0,1,6.227162007,0.438023783,188.2711,189.6015829,189.8002161
US444859BB73,HUM 4 ? 12/01/42,400000,97.575,390865,0.007704787,12/10/2012,12/1/2042,Health Care,400000000,400000000,USD,US,-2.320087695,-8466,10.32757754,19.61570248,2.03194E-06,41,0,1,14.58647438,2.798179578,164.3209,177.4385583,178.2899993
US501044DH11,KR 2.8 08/01/22,400000,96.693,390848,0.007704452,7/24/2017,8/1/2022,Consumer Staples,400000000,400000000,USD,US,2.661890728,14625,8.40911827,7.522462562,0.000429565,104,0,1,3.438587984,0.134880267,95.1423,83.43617468,83.91822493
US010392FL70,SO 4.15 08/15/44,400000,96.361,390839,0.007704274,8/26/2014,8/15/2044,Utilities,400000000,400000000,USD,US,2.985518906,7713,#N/A N/A,8.531147541,0.001352723,118,0,1,15.62152166,3.237843567,123.1982,136.3349207,137.089104
US29246RAA14,ENELGX 4 ? 04/15/24,400000,97.031,390816,0.007703821,4/15/2014,4/15/2024,Utilities,400000000,400000000,USD,CL,1.114874255,668444.413,7.74262022,13.6084709,5.48121E-07,94,0,1,4.78900971,0.257277498,207.4244,195.0019658,196.7950377
US744448CA74,XEL 6 ? 08/01/38,300000,127.904,390808,0.007703663,8/13/2008,8/1/2038,Utilities,300000000,300000000,USD,US,3.646923046,4957.97,#N/A N/A,7.594092154,0.002100731,128,0,1,12.17279094,1.948429574,113.4363,128.2376854,127.9178526
US690742AE13,OC 4.2 12/01/24,400000,97.543,390685,0.007701239,11/12/2014,12/1/2024,Materials,400000000,400000000,USD,US,2.803486529,3579,8.198888793,#N/A N/A,0.000584996,136,0,0,5.321797449,0.316179062,183.4577,170.0117599,172.4611907
US189754AB06,TPR 3 07/15/22,400000,96.418,390572,0.007699011,6/20/2017,7/15/2022,Consumer Discretionary,400000000,400000000,USD,US,0.426950242,538,13.65721544,10.78910776,8.03396E-05,118,0,1,3.380498534,0.130656807,127.0403,115.4869095,115.9204357
US893574AK91,WMB 4 03/15/28,400000,96.595,390247,0.007692605,9/20/2018,3/15/2028,Energy,400000000,400000000,USD,US,3.043748861,3205.725,#N/A N/A,2.970731523,0.002726622,243,0,1,7.716450623,0.67776898,156.1995,152.5637135,153.9613148
US74432QCD51,PRU 4.418 03/27/48,400000,96.569,389958,0.007686908,3/27/2018,3/27/2048,Financials,400000000,400000000,USD,US,#N/A N/A,16881,#N/A N/A,#N/A N/A,0.000286275,119,0,1,16.34630068,3.684080497,146.0319,159.8843604,160.5686172
US448579AG79,H 4 ? 09/15/28,400000,96.032,389767,0.007683143,8/16/2018,9/15/2028,Consumer Discretionary,400000000,400000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,8.75,1.13906E-05,77,0,1,7.885743288,0.717761943,200.3577,195.8568212,197.1614611
US00507VAL36,ATVI 2.6 06/15/22,400000,96.158,389745,0.007682709,5/26/2017,6/15/2022,Technology,400000000,400000000,USD,US,-0.261368292,-638,25.80633157,16.72,3.15829E-05,72,0,1,3.322935471,0.126468004,100.3783,88.76197876,89.06947202
US207597EF82,ES 2 ? 01/15/23,400000,96.413,389735,0.007682512,1/15/2013,1/15/2023,Utilities,400000000,400000000,USD,US,3.158663431,3414.748,#N/A N/A,7.117574647,0.002813311,134,0,1,3.864995137,0.168751673,66.119,54.30391497,55.43298747
US833034AL58,SNA 4.1 03/01/48,400000,96.273,389693,0.007681684,2/26/2018,3/1/2048,Consumer Discretionary,400000000,400000000,USD,US,0.934311406,1006.8,11.04441611,18.60114504,2.11814E-06,53,0,1,16.89462756,3.881283287,113.3046,126.8499755,127.725077
US637432MT91,NRUC 4 ? 04/30/43,400000,96.869,389693,0.007681684,4/25/2013,4/30/2043,Financials,400000000,400000000,USD,US,18.36654474,24354.79,#N/A N/A,1.589856636,0.005422097,160,0,1,3.97470664,0.177927131,276.0733,265.5998745,265.619762
US620076AH21,MSI 7 ? 05/15/25,346688,111.782,389485,0.007677584,5/15/1995,5/15/2025,Technology,400000000,346744000,USD,US,2.600792752,4609,16.12890343,7.558139535,1.05129E-05,61,0,1,5.262534207,0.322258591,234.0295,236.3258653,236.6393297
US843646AU49,SO 4.95 12/15/46,400000,94.909,389371,0.007675337,11/16/2016,12/15/2046,Utilities,400000000,400000000,USD,US,5.485405405,8262,#N/A N/A,4.732984293,0.001409661,119,0,1,14.72249834,3.08773777,215.4424,229.4280527,230.0262377
US281020AK32,EIX 2 ? 04/15/20,400000,96.972,389234,0.007672636,3/29/2017,4/15/2020,Utilities,400000000,400000000,USD,US,3.340888486,16933,10.72164533,5.646322379,0.000864942,110,0,1,1.320199459,0.023298278,90.4761,64.81956009,78.70438135
US907818EC83,UNP 3 ? 02/01/55,450000,85.082,389214,0.007672242,1/29/2015,2/1/2055,Industrials,450000000,450000000,USD,US,1.951170074,20511,13.10843494,14.13908206,1.17659E-05,49,0,1,18.06671117,4.769103521,158.6827,172.7495379,174.8190344
US74251VAK89,PFG 3.4 05/15/25,400000,97.019,389096,0.007669916,5/7/2015,5/15/2025,Financials,400000000,400000000,USD,US,#N/A N/A,571.3,#N/A N/A,#N/A N/A,1.55796E-05,89,1,1,5.793469718,0.372390259,107.5001,108.2129316,110.1527843
US98419MAK62,XYL 4 ? 11/01/46,400000,96.737,388941,0.007666861,10/11/2016,11/1/2046,Industrials,400000000,400000000,USD,US,2.208722741,2141,18.44926063,9.634146341,1.90394E-05,54,0,1,16.12154359,3.516416319,139.8793,153.3431401,154.1224584
US23331ABL26,DHI 2.55 12/01/20,400000,97.103,388724,0.007662583,12/5/2017,12/1/2020,Consumer Discretionary,400000000,400000000,USD,US,0.83525607,1904.9,8.625589948,#N/A N/A,4.72717E-05,105,1,1,1.925831809,0.045324344,122.3084,108.2191634,109.1928351
US970648AH45,WLTW 5.05 09/15/48,400000,95.829,388478,0.007657734,9/10/2018,9/15/2048,Financials,400000000,400000000,USD,US,2.398083067,3894,17.93787975,8.356382979,1.31815E-07,55,1,1,15.22970223,3.321272892,215.4025,229.6770888,230.2720272
US71951QAA04,DOC 4.3 03/15/27,400000,96.058,388389,0.00765598,3/7/2017,3/15/2027,Financials,400000000,400000000,USD,US,6.011131659,1613.123,17.75884389,4.379743873,2.24682E-05,138,1,1,6.931520187,0.545886729,195.4374,193.7433513,195.2236971
US674599CK94,OXY 2.6 04/15/22,400000,96.675,388347,0.007655152,4/4/2016,4/15/2022,Energy,400000000,400000000,USD,US,0.867004359,7364,7.922193013,16.10802469,1.77047E-05,55,0,1,3.201356643,0.116940139,91.2501,79.42702513,79.78984788
US52107QAG01,LAZ 3 ? 02/13/25,400000,96.015,388268,0.007653594,2/13/2015,2/13/2025,Financials,400000000,400000000,USD,US,#N/A N/A,385.011,#N/A N/A,18.87269012,0.001695682,142,0,1,5.487911004,0.337647198,148.5591,150.7383867,151.252796
US260003AK45,DOV 5 ? 03/01/41,350000,109.292,387800,0.007644369,2/22/2011,3/1/2041,Industrials,350000000,350000000,USD,US,2.420358954,3071.305,13.85085919,9.012485538,1.41552E-05,51,0,1,13.36648617,2.362377327,154.5472,168.3781675,168.5687989
US842400GJ61,EIX 3.65 03/01/28,400000,95.904,387712,0.007642635,3/5/2018,3/1/2028,Utilities,400000000,400000000,USD,US,2.921542255,15278,#N/A N/A,6.280135823,0.003191847,137,0,1,7.792166652,0.687428764,126.7983,123.2908699,124.5579638
US581557AZ88,MCK 2.7 12/15/22,400000,95.553,387522,0.007638889,12/4/2012,12/15/2022,Health Care,400000000,400000000,USD,US,1.928200545,8593,21.206,6.053003534,0.000172333,96,0,1,3.762968852,0.160399922,115.5232,104.253086,104.9337464
US74456QBR65,PEG 2 ? 09/15/26,425000,90.559,387187,0.007632286,9/13/2016,9/15/2026,Utilities,425000000,425000000,USD,US,3.290123457,9061,#N/A N/A,8.04290429,0.002794255,134,0,1,7.077507197,0.547329614,74.995,74.79128652,75.38558241
US89346DAF42,TACN 4 ? 11/15/22,400000,96.423,387042,0.007629427,11/7/2012,11/15/2022,Utilities,400000000,400000000,USD,CA,3.122345804,5149,7.69965,3.330708661,4.9832E-05,68,0,0,3.618040167,0.14751141,275.5646,263.4534968,264.6148928
US745310AH55,PSD 3.65 05/15/25,400000,96.425,386795,0.007624558,12/24/2015,5/15/2025,Utilities,400000000,400000000,USD,US,4.347262808,5845.047,#N/A N/A,3.964468451,0.004814676,147,0,1,5.748798182,0.367245628,143.2047,144.1091663,145.8101084
US81013TAC53,IBESM 5.81 03/15/25,350000,109.02,386484,0.007618428,3/21/2005,3/15/2025,Utilities,350000000,350000000,USD,ES,3.89296359,41952,9.206219397,7.274973695,2.12858E-05,71,1,1,5.313410107,0.326680158,114.8243,117.2544151,117.6562658
US534187BF54,LNC 3 ? 12/12/26,400000,95.709,386461,0.007617975,12/12/2016,12/12/2026,Financials,400000000,400000000,USD,US,#N/A N/A,4344,#N/A N/A,#N/A N/A,6.69047E-05,103,0,1,6.921044424,0.537786621,139.0169,137.7355282,139.1263668
US665772CK34,XEL 2.6 05/15/23,400000,96.371,386264,0.007614091,5/20/2013,5/15/2023,Utilities,400000000,400000000,USD,US,3.05254416,4930.857,#N/A N/A,7.918100175,0.002484192,131,0,1,4.190108709,0.195717352,72.348,59.54054339,61.97685869
US210518CZ72,CMS 3 ? 08/15/46,450000,84.777,386250,0.007613815,8/10/2016,8/15/2046,Utilities,450000000,450000000,USD,US,3.067490494,6491,#N/A N/A,7.695652174,0.00604455,152,0,1,17.36667492,3.947986853,102.0219,115.5252566,115.9102932
US209111FB47,ED 4.2 03/15/42,400000,95.543,386232,0.007613461,3/13/2012,3/15/2042,Utilities,400000000,400000000,USD,US,4.897705281,17726,#N/A N/A,5.778491172,0.002787013,134,0,1,14.72346098,2.813638427,132.8534,146.9255977,146.5928126
US94973VAH06,ANTM 5.95 12/15/34,336566,111.823,386204,0.007612909,5/6/2005,12/15/2034,Health Care,499000000,336566000,USD,US,-0.663284755,-4524,9.844451238,7.950744249,1.05406E-05,56,0,1,10.56699604,1.428241299,177.6501,195.1341648,193.4737792
US893574AB92,WMB 5.4 08/15/41,374310,101.422,386202,0.007612869,3/28/2012,8/15/2041,Energy,374310000,374310000,USD,US,3.043748861,3205.725,#N/A N/A,2.970731523,0.002726622,243,0,1,13.12391611,2.307409403,198.2654,211.5651113,212.4178958
US7591EPAE09,RF 7 ? 12/10/37,300000,124.951,386038,0.007609636,12/10/2007,12/10/2037,Financials,300000000,300000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.000244826,61,0,1,11.41897063,1.714273762,210.6999,226.4431356,225.8094565
US209111EH26,ED 5.3 03/01/35,350000,108.797,385994,0.007608769,3/10/2005,3/1/2035,Utilities,350000000,350000000,USD,US,4.897705281,17726,#N/A N/A,5.778491172,0.002787013,134,0,1,11.17197415,1.556483353,134.0991,151.2428812,149.5250029
